[03/13 22:44:30.489039][debug][15440][Context.cpp:87] Context destroying ...
[03/13 22:44:30.489751][debug][15440][DeviceManager.cpp:59] DeviceManager destroy ...
[03/13 22:44:30.489806][debug][15440][DeviceManager.cpp:67] DeviceManager Destructors done
[03/13 22:44:30.510531][debug][15440][MfPal.cpp:125] WmfPal destroyed!
[03/13 22:44:30.511364][info][15440][Context.cpp:90] Context destroyed
[03/13 22:45:23.073275][debug][27512][DeviceManager.cpp:112] DeviceManager  createDevice...
[03/13 22:45:23.073685][debug][27512][UsbDeviceEnumerator.cpp:289] UsbDeviceEnumerator createDevice...
[03/13 22:45:23.074274][debug][27512][AstraUvcDevice.cpp:17] AstraUvcDevice init ...
[03/13 22:45:23.074876][debug][27512][AstraUvcDevice.cpp:176] init sensor map start!
[03/13 22:45:23.075143][info][27512][AstraUvcDevice.cpp:193] init sensor map done!
[03/13 22:45:23.075173][debug][27512][AstraUvcDevice.cpp:119] createCommand start!
[03/13 22:45:23.085937][debug][27512][VendorCommand.cpp:198] VendorCommand constructor 12fc9f464f0
[03/13 22:45:23.215320][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/13 22:45:23.215431][debug][27512][AstraUvcDevice.cpp:172] Command has been created!
[03/13 22:45:23.245456][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/13 22:45:23.245536][info][27512][AbstractDevice.cpp:124] 	- Firmware version: 1.0.22
[03/13 22:45:23.245874][debug][27512][AstraUvcDevice.cpp:313] Init depth process param start!
[03/13 22:45:23.245920][debug][27512][AstraUvcDevice.cpp:324] Astra+ long-distance version!
[03/13 22:45:23.276163][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1005, dataLen: 16
[03/13 22:45:23.276834][debug][27512][AstraUvcDevice.cpp:359] disparityParam: baseline: 7.466821, zpd: 129.75062561035156, zpps: 0.11178778111934662, bitSize: 12, unit: 10, packMode: 1
[03/13 22:45:23.276880][debug][27512][AstraUvcDevice.cpp:361] softFilterParam: maxSpeckleSize: 960, maxDiff: 16, filterType: 0
[03/13 22:45:23.307623][debug][27512][HostProtocol.cpp:450] get property value success! propertyId=63, cur={intValue: 0, floatValue: 0}, max={intValue: 1, floatValue: 1.4013e-45}, min={intValue: 0, floatValue: 0},def={intValue: 0, floatValue: 0},step={intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.307708][debug][27512][PropertyAccessor.cpp:34] get property value range success! propertyId: 63, range: {max: {intValue: 1, floatValue: 1.4013e-45}, min: {intValue: 0, floatValue: 0}, step: {intValue: 1, floatValue: 1.4013e-45}, def: {intValue: 0, floatValue: 0}}
[03/13 22:45:23.307753][debug][27512][HostProtocol.cpp:417] Set property value, propertyId=63, value={intValue: 0, floatValue: 0}
[03/13 22:45:23.338046][debug][27512][PropertyAccessor.cpp:17] set property value success! propertyId: 63, value: {intValue: 0, floatValue: 0}
[03/13 22:45:23.368752][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1001, dataLen: 136
[03/13 22:45:23.393615][debug][27512][HostProtocol.cpp:417] Set property value, propertyId=63, value={intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.418932][debug][27512][PropertyAccessor.cpp:17] set property value success! propertyId: 63, value: {intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.449544][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1001, dataLen: 136
[03/13 22:45:23.470481][info][27512][AstraUvcDevice.cpp:402] Init depth process param done!
[03/13 22:45:23.470981][info][27512][AstraUvcDevice.cpp:23] Astra device created! PID: 0x0636, SN: BY1N73300A2
[03/13 22:45:23.471009][debug][27512][UsbDeviceEnumerator.cpp:338] Device created successfully! Name: Astra+, PID: 0x0636, SN/ID: BY1N73300A2
[03/13 22:45:23.471033][info][27512][DeviceManager.cpp:157] Device created successfully! Name: Astra+, PID: 0x0636, SN/ID: BY1N73300A2
[03/13 22:45:23.477456][debug][27512][FrameProcessor.cpp:70] FrameProcessor init with 1 blocks! @1304870353872
[03/13 22:45:23.477891][debug][27512][FrameProcessingBlock.cpp:26] Block created with frame queue size: 10
[03/13 22:45:23.478101][debug][27512][FrameProcessor.cpp:78]  - block: FormatConverter, status: disable
[03/13 22:45:23.478614][debug][27512][VideoSensor.cpp:267] VideoSensor construct!
[03/13 22:45:23.479084][debug][27512][VideoSensor.cpp:303] VideoSensor created, @OB_SENSOR_COLOR
[03/13 22:45:23.479237][info][27512][AstraUvcDevice.cpp:276] Color sensor has been created!
[03/13 22:45:23.580453][debug][27512][PropertyAccessor.cpp:17] set property value success! propertyId: 2000, value: {intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.581135][debug][27512][Pipeline.cpp:29] Pipeline init ...
[03/13 22:45:23.581172][debug][27512][Pipeline.cpp:165] loadFrameQueueSizeConfig() config queue size: 10
[03/13 22:45:23.581397][info][27512][Pipeline.cpp:44] Pipeline created with device: {name: Astra+, sn: BY1N73300A2}, @0x12FD0540420
[03/13 22:45:23.585091][debug][27512][VideoSensor.cpp:448] Query stream profile! size= 95, SensorType=OB_SENSOR_COLOR
[03/13 22:45:23.585128][debug][27512][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 640, height: 480, fps: 30}
[03/13 22:50:46.514497][debug][23596][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=3.518MB, max limit=2048.000MB
[03/13 22:50:46.515142][debug][23596][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=3.518MB, max limit=2048.000MB
[03/13 22:50:46.593703][debug][23596][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=4.397MB, max limit=2048.000MB
[03/13 22:50:46.594140][debug][23596][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=4.397MB, max limit=2048.000MB
[03/13 22:50:46.673251][debug][23596][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=5.277MB, max limit=2048.000MB
[03/13 22:50:46.673536][debug][23596][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=5.277MB, max limit=2048.000MB
[03/13 22:50:46.753479][debug][23596][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=6.156MB, max limit=2048.000MB
[03/13 22:50:46.754011][debug][23596][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=6.157MB, max limit=2048.000MB
[03/13 22:50:46.779897][warning][10364][Pipeline.cpp:328] Wait for frame timeout, you can try to increase the wait time! current timeout=100 [**2 logs in 3113ms, last: 22:50:43.883357**]
[03/13 22:50:46.834733][debug][23596][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=7.036MB, max limit=2048.000MB
[03/13 22:50:46.835501][debug][23596][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=7.036MB, max limit=2048.000MB
[03/13 22:50:46.914402][debug][23596][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/13 22:50:46.914915][debug][23596][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=7.916MB, max limit=2048.000MB
[03/13 22:50:46.914953][debug][23596][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR [**38 logs in 3005ms**]
[03/13 22:50:48.977856][debug][15316][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.817985fps
[03/13 22:50:48.978489][debug][23596][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.823043fps
[03/13 22:50:52.945347][debug][23596][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR [**76 logs in 6030ms**]
[03/13 22:50:54.049323][debug][30892][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.618297fps
[03/13 22:50:54.050000][debug][23596][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.620785fps
[03/13 22:50:59.057900][debug][15316][VideoSensor.cpp:472] OB_SENSOR_COLOR Streaming... frameRate=12.579872fps
[03/13 22:50:59.058869][debug][23596][Pipeline.cpp:274] Pipeline streaming... frameset output rate=12.577361fps
[03/13 22:51:03.573276][info][15356][Pipeline.cpp:362] Try to stop pipeline!
[03/13 22:51:03.573360][info][15356][Pipeline.cpp:334] Try to stop streams!
[03/13 22:51:03.573392][debug][15356][VideoSensor.cpp:720] VideoSensor::stop, @OB_SENSOR_COLOR
[03/13 22:51:03.573424][debug][15356][VideoSensor.cpp:743] Stream state changed to STREAM_STATE_STOPPING. @OB_SENSOR_COLOR
[03/13 22:51:03.897569][debug][15356][VideoSensor.cpp:769] stream stoped! @OB_SENSOR_COLOR
[03/13 22:51:03.905281][debug][15356][FrameProcessingBlock.cpp:74] Process thread stoped! class libobsensor::FormatConverter@0x2cf13eeeef0 
[03/13 22:51:03.905343][debug][15356][FrameProcessor.cpp:147] FrameProcessor stoped!
[03/13 22:51:03.905374][debug][15356][VideoSensor.cpp:758] Stream state changed to STREAM_STATE_STOPED. @OB_SENSOR_COLOR
[03/13 22:51:03.905392][info][15356][VideoSensor.cpp:772] Video sensor stopped, @OB_SENSOR_COLOR
[03/13 22:51:03.905410][info][15356][Pipeline.cpp:347] Sensor stream stopped, sensorType=OB_SENSOR_COLOR
[03/13 22:51:03.905427][info][15356][Pipeline.cpp:353] Stop streams done!
[03/13 22:51:03.905451][debug][15356][FrameProcessingBlockManager.cpp:84] FrameProcessingBlockManager stoped!
[03/13 22:51:03.905469][debug][15356][FrameProcessingBlockManager.cpp:20] Processing block list cleared!
[03/13 22:51:03.905487][info][15356][Pipeline.cpp:391] Stop pipeline done!
[03/13 22:51:03.905596][debug][15356][Pipeline.cpp:65] Pipeline deInit start!
[03/13 22:51:03.905613][info][15356][Pipeline.cpp:72] Pipeline destroyed! @0x2CF19B9D270
[03/13 22:51:03.905639][info][15356][AstraUvcDevice.cpp:27] Astra device destroyed! PID: 0x0636, SN: BY1N73300A2
[03/13 22:51:03.905659][debug][15356][VideoSensor.cpp:307] VideoSensor::~VideoSensor(), @OB_SENSOR_COLOR
[03/13 22:51:03.905675][info][15356][VideoSensor.cpp:336] VideoSensor destroyed, @OB_SENSOR_COLOR
[03/13 22:51:03.905739][debug][15356][VendorCommand.cpp:206] destructor 2cf19c86740
[03/13 22:51:03.905766][debug][15356][VendorCommand.cpp:452] disableHeartBeat heartBeatHelper_: 0000000000000000
[03/13 22:51:03.905781][debug][15356][HostProtocol.cpp:139] ~HostProtocol()
[03/13 22:51:03.905814][debug][17292][HostProtocol.cpp:167] emitTranDataFutureSignalThread_ finish
[03/13 22:51:03.907814][debug][15356][FrameProcessor.cpp:91] FrameProcessor destroyed! @3088514047840
[03/13 22:51:03.907995][debug][15356][Context.cpp:87] Context destroying ...
[03/13 22:51:03.908014][debug][15356][DeviceManager.cpp:59] DeviceManager destroy ...
[03/13 22:51:03.908027][debug][15356][DeviceManager.cpp:67] DeviceManager Destructors done
[03/13 22:51:04.143399][debug][15356][MfPal.cpp:125] WmfPal destroyed!
[03/13 22:51:04.144187][debug][15356][FrameBufferManager.hpp:72] FrameBufferManager destroying...! frame type: class libobsensor::FrameSet,  obj addr:0x2cf5b575df0
[03/13 22:51:04.144222][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/13 22:51:04.144240][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/13 22:51:04.144255][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/13 22:51:04.144269][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/13 22:51:04.144283][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/13 22:51:04.144296][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/13 22:51:04.144310][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.914MB, max limit=2048.000MB
[03/13 22:51:04.144323][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.914MB, max limit=2048.000MB
[03/13 22:51:04.144356][debug][15356][FrameBufferManager.cpp:69] AbstractFrameBufferManager destroyed! manager type:class libobsensor::AbstractFrameBufferManager,  obj addr:0x2cf5b575df0
[03/13 22:51:04.144375][debug][15356][FrameBufferManager.hpp:72] FrameBufferManager destroying...! frame type: class libobsensor::ColorFrame,  obj addr:0x2cf5b575030
[03/13 22:51:04.144393][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=7.035MB, max limit=2048.000MB
[03/13 22:51:04.144409][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=6.155MB, max limit=2048.000MB
[03/13 22:51:04.144424][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=5.276MB, max limit=2048.000MB
[03/13 22:51:04.144439][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=4.397MB, max limit=2048.000MB
[03/13 22:51:04.144454][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=3.517MB, max limit=2048.000MB
[03/13 22:51:04.144469][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=2.638MB, max limit=2048.000MB
[03/13 22:51:04.144484][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=1.759MB, max limit=2048.000MB
[03/13 22:51:04.144499][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=0.879MB, max limit=2048.000MB
[03/13 22:51:04.144514][debug][15356][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=0.000MB, max limit=2048.000MB
[03/13 22:51:04.144528][debug][15356][FrameBufferManager.cpp:69] AbstractFrameBufferManager destroyed! manager type:class libobsensor::AbstractFrameBufferManager,  obj addr:0x2cf5b575030
[03/13 22:51:04.144543][info][15356][Context.cpp:90] Context destroyed
[03/13 22:51:04.144594][debug][24692][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR [**134 logs in 11199ms, last: 22:51:03.570337**]
[03/13 22:51:22.453130][debug][21016][DeviceManager.cpp:112] DeviceManager  createDevice...
[03/13 22:51:22.453313][debug][21016][UsbDeviceEnumerator.cpp:289] UsbDeviceEnumerator createDevice...
[03/13 22:51:22.453383][debug][21016][AstraUvcDevice.cpp:17] AstraUvcDevice init ...
[03/13 22:51:22.453497][debug][21016][AstraUvcDevice.cpp:176] init sensor map start!
[03/13 22:51:22.453523][info][21016][AstraUvcDevice.cpp:193] init sensor map done!
[03/13 22:51:22.453537][debug][21016][AstraUvcDevice.cpp:119] createCommand start!
[03/13 22:51:22.465485][debug][21016][VendorCommand.cpp:198] VendorCommand constructor 261e7add740
[03/13 22:51:22.547410][debug][21016][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/13 22:51:22.547482][debug][21016][AstraUvcDevice.cpp:172] Command has been created!
[03/13 22:51:22.578872][debug][21016][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/13 22:51:22.579006][info][21016][AbstractDevice.cpp:124] 	- Firmware version: 1.0.22
[03/13 22:51:22.579153][debug][21016][AstraUvcDevice.cpp:313] Init depth process param start!
[03/13 22:51:22.579170][debug][21016][AstraUvcDevice.cpp:324] Astra+ long-distance version!
[03/13 22:51:22.609577][debug][21016][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1005, dataLen: 16
[03/13 22:51:22.609662][debug][21016][AstraUvcDevice.cpp:359] disparityParam: baseline: 7.466821, zpd: 129.75062561035156, zpps: 0.11178778111934662, bitSize: 12, unit: 10, packMode: 1
[03/13 22:51:22.609682][debug][21016][AstraUvcDevice.cpp:361] softFilterParam: maxSpeckleSize: 960, maxDiff: 16, filterType: 0
[03/13 22:51:22.640370][debug][21016][HostProtocol.cpp:450] get property value success! propertyId=63, cur={intValue: 1, floatValue: 1.4013e-45}, max={intValue: 1, floatValue: 1.4013e-45}, min={intValue: 0, floatValue: 0},def={intValue: 0, floatValue: 0},step={intValue: 1, floatValue: 1.4013e-45}
[03/13 22:51:22.640596][debug][21016][PropertyAccessor.cpp:34] get property value range success! propertyId: 63, range: {max: {intValue: 1, floatValue: 1.4013e-45}, min: {intValue: 0, floatValue: 0}, step: {intValue: 1, floatValue: 1.4013e-45}, def: {intValue: 0, floatValue: 0}}
[03/13 22:51:22.640636][debug][21016][HostProtocol.cpp:417] Set property value, propertyId=63, value={intValue: 0, floatValue: 0}
[03/13 22:51:22.671103][debug][21016][PropertyAccessor.cpp:17] set property value success! propertyId: 63, value: {intValue: 0, floatValue: 0}
[03/13 22:51:22.701978][debug][21016][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1001, dataLen: 136
[03/13 22:51:22.716529][debug][21016][HostProtocol.cpp:417] Set property value, propertyId=63, value={intValue: 1, floatValue: 1.4013e-45}
[03/13 22:51:22.741868][debug][21016][PropertyAccessor.cpp:17] set property value success! propertyId: 63, value: {intValue: 1, floatValue: 1.4013e-45}
[03/13 22:51:22.772795][debug][21016][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1001, dataLen: 136
[03/13 22:51:22.792993][info][21016][AstraUvcDevice.cpp:402] Init depth process param done!
[03/13 22:51:22.793151][info][21016][AstraUvcDevice.cpp:23] Astra device created! PID: 0x0636, SN: BY1N73300A2
[03/13 22:51:22.793175][debug][21016][UsbDeviceEnumerator.cpp:338] Device created successfully! Name: Astra+, PID: 0x0636, SN/ID: BY1N73300A2
[03/13 22:51:22.793202][info][21016][DeviceManager.cpp:157] Device created successfully! Name: Astra+, PID: 0x0636, SN/ID: BY1N73300A2
[03/13 22:51:22.803780][debug][21016][FrameProcessor.cpp:70] FrameProcessor init with 1 blocks! @2619633844944
[03/13 22:51:22.803866][debug][21016][FrameProcessingBlock.cpp:26] Block created with frame queue size: 10
[03/13 22:51:22.803889][debug][21016][FrameProcessor.cpp:78]  - block: FormatConverter, status: disable
[03/13 22:51:22.803917][debug][21016][VideoSensor.cpp:267] VideoSensor construct!
[03/13 22:51:22.803947][debug][21016][VideoSensor.cpp:303] VideoSensor created, @OB_SENSOR_COLOR
[03/13 22:51:22.803965][info][21016][AstraUvcDevice.cpp:276] Color sensor has been created!
[03/13 22:51:22.898807][debug][21016][PropertyAccessor.cpp:17] set property value success! propertyId: 2000, value: {intValue: 1, floatValue: 1.4013e-45}
[03/13 22:51:22.899076][debug][21016][Pipeline.cpp:29] Pipeline init ...
[03/13 22:51:22.899120][debug][21016][Pipeline.cpp:165] loadFrameQueueSizeConfig() config queue size: 10
[03/13 22:51:22.899151][info][21016][Pipeline.cpp:44] Pipeline created with device: {name: Astra+, sn: BY1N73300A2}, @0x261EE591E00
[03/13 22:51:22.901945][debug][21016][VideoSensor.cpp:448] Query stream profile! size= 95, SensorType=OB_SENSOR_COLOR
[03/13 22:51:22.902013][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 640, height: 480, fps: 30}
[03/13 22:51:22.902042][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 640, height: 480, fps: 30}
[03/13 22:51:22.902060][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 640, height: 480, fps: 15}
[03/13 22:51:22.902080][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 640, height: 480, fps: 15}
[03/13 22:51:22.902100][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 640, height: 480, fps: 10}
[03/13 22:51:22.902118][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 640, height: 480, fps: 10}
[03/13 22:51:22.902141][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 640, height: 480, fps: 7}
[03/13 22:51:22.902158][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 640, height: 480, fps: 7}
[03/13 22:51:22.902172][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 320, height: 240, fps: 30}
[03/13 22:51:22.902305][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 320, height: 240, fps: 30}
[03/13 22:51:22.902326][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 320, height: 240, fps: 15}
[03/13 22:51:22.902341][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 320, height: 240, fps: 15}
[03/13 22:51:22.902354][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 320, height: 240, fps: 10}
[03/13 22:51:22.902367][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 320, height: 240, fps: 10}
[03/13 22:51:22.902380][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 320, height: 240, fps: 7}
[03/13 22:51:22.902394][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 320, height: 240, fps: 7}
[03/13 22:51:22.902407][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 800, height: 600, fps: 30}
[03/13 22:51:22.902420][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 800, height: 600, fps: 30}
[03/13 22:51:22.902433][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 800, height: 600, fps: 15}
[03/13 22:51:22.902447][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 800, height: 600, fps: 15}
[03/13 22:51:22.902461][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 800, height: 600, fps: 10}
[03/13 22:51:22.902474][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 800, height: 600, fps: 10}
[03/13 22:51:22.902487][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 800, height: 600, fps: 7}
[03/13 22:51:22.902500][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 800, height: 600, fps: 7}
[03/13 22:51:22.902514][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 1280, height: 720, fps: 30}
[03/13 22:51:22.902527][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 1280, height: 720, fps: 30}
[03/13 22:51:22.902544][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 1280, height: 720, fps: 15}
[03/13 22:51:22.902568][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 1280, height: 720, fps: 15}
[03/13 22:51:22.902588][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 1280, height: 720, fps: 10}
[03/13 22:51:22.902602][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 1280, height: 720, fps: 10}
[03/13 22:51:22.902615][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 1280, height: 720, fps: 7}
[03/13 22:51:22.902630][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 1280, height: 720, fps: 7}
[03/13 22:51:22.902643][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 1920, height: 1080, fps: 30}
[03/13 22:51:22.902657][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 1920, height: 1080, fps: 30}
[03/13 22:51:22.902670][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 1920, height: 1080, fps: 15}
[03/13 22:51:22.902683][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 1920, height: 1080, fps: 15}
[03/13 22:51:22.902696][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 1920, height: 1080, fps: 10}
[03/13 22:51:22.902717][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 1920, height: 1080, fps: 10}
[03/13 22:51:22.902732][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 1920, height: 1080, fps: 7}
[03/13 22:51:22.902745][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 1920, height: 1080, fps: 7}
[03/13 22:51:22.902758][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 2048, height: 1536, fps: 15}
[03/13 22:51:22.902772][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 2048, height: 1536, fps: 15}
[03/13 22:51:22.902786][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 640, height: 480, fps: 25}
[03/13 22:51:22.902799][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 640, height: 480, fps: 15}
[03/13 22:51:22.902813][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 640, height: 480, fps: 10}
[03/13 22:51:22.902826][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 640, height: 480, fps: 7}
[03/13 22:51:22.902839][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 800, height: 600, fps: 15}
[03/13 22:51:22.902852][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 800, height: 600, fps: 10}
[03/13 22:51:22.902865][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 800, height: 600, fps: 7}
[03/13 22:51:22.902879][debug][21016][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 1280, height: 720, fps: 10}
